Monkey,NeuronIndex,Stimulus_1,Stimulus_2,Stimulus_3,Stimulus_4,Stimulus_5,Stimulus_6,Stimulus_7,SpikeCount
n,4,-3,-4,-5,-5,-7,-7,-7,1
n,4,-1,-5,-4,-6,-3,-7,-3,0
n,4,-0,-1,-4,-5,-4,-5,-1,0
n,4,13,10,17,14,8,15,10,0
n,4,-7,-6,-6,-4,-3,-6,-2,0
n,4,11,12,11,15,11,12,12,2
n,4,-3,-4,-8,-3,-7,-3,-5,4
n,4,16,10,16,11,16,8,11,2
n,4,-3,-4,-6,-1,-2,-7,-5,2
n,4,-4,-4,0,0,0,4,4,2
n,4,0,-0,1,-2,4,-0,-1,2
n,4,3,5,5,6,8,5,9,0
n,4,1,3,6,4,-2,4,1,2
n,4,-4,-4,0,0,0,4,4,1
n,4,4,4,0,0,0,-4,-4,3
n,4,2,-0,-6,4,-4,-1,-3,2
n,4,4,1,1,1,-3,6,-2,3
n,4,-4,-2,-7,-4,-1,-6,-7,5
n,4,-0,-4,-8,-3,-5,1,-8,1
n,4,2,4,6,5,3,11,6,0
n,4,-9,-8,-14,-9,-14,-10,-11,4
n,4,-12,-13,-13,-11,-11,-10,-11,1
n,4,2,-3,-4,-4,-5,-5,-1,3
n,4,3,2,2,0,7,1,2,2
n,4,15,11,12,16,15,8,10,1
n,4,4,5,7,2,6,0,2,1
n,4,9,4,-1,3,4,2,3,4
n,4,1,11,3,5,10,8,1,1
n,4,-4,-4,0,0,0,4,4,0
n,4,-3,-7,-4,-5,-7,-2,2,1
n,4,-8,-11,-12,-12,-10,-9,-12,0
n,4,17,9,12,9,17,11,9,1
n,4,0,3,1,-2,3,2,4,0
n,4,-18,-8,-10,-15,-5,-12,-13,3
n,4,-0,-2,-2,-7,-6,-5,-4,1
n,4,1,-1,3,1,0,1,3,3
n,4,6,5,2,2,3,2,5,2
n,4,10,9,17,11,10,11,12,2
n,4,-2,-4,-9,-6,-3,-1,-4,4
n,4,2,-1,2,0,-3,-1,-1,2
n,4,7,6,2,-6,9,-0,5,2
n,4,13,15,9,11,9,8,8,1
n,4,15,12,10,11,9,8,10,0
n,4,-7,-8,-15,-12,-15,-10,-5,3
n,4,-2,-6,-5,-7,-0,-0,2,0
n,4,-12,-12,-10,-14,-14,-12,-9,3
n,4,-1,-2,-6,-5,-6,-4,-4,0
n,4,0,6,7,1,8,2,3,1
n,4,-15,-10,-18,-4,-17,-13,-11,6
n,4,-18,-12,-13,-10,-13,-13,-10,0
n,4,4,4,0,0,0,-4,-4,0
n,4,-3,-3,-3,-6,1,-2,-9,1
n,4,-3,-6,-11,-4,2,-3,-3,0
n,4,12,6,9,14,9,14,14,3
n,4,10,12,16,10,11,16,11,0
n,4,-6,-5,-8,-7,-6,-1,-2,0
n,4,3,3,2,1,7,3,1,1
n,4,-5,-5,-3,-2,-3,-7,1,2
n,4,9,10,8,12,14,15,16,3
n,4,-16,-8,-14,-8,-15,-9,-6,2
n,4,3,3,-1,4,8,4,5,2
n,4,14,11,11,16,14,13,14,0
n,4,1,-7,-11,-8,-3,-3,-4,1
n,4,4,2,2,9,4,-0,0,0
n,4,-2,-5,-8,-4,-3,-8,-4,1
n,4,2,5,9,6,-0,4,3,0
n,4,10,11,16,13,7,11,12,2
n,4,-1,0,-3,-5,-5,-4,-3,0
n,4,4,1,-6,-8,-6,-5,-5,2
n,4,8,10,11,15,11,13,5,1
n,4,-14,-16,-13,-15,-11,-14,-11,2
n,4,15,12,11,11,15,11,8,2
n,4,12,10,9,13,11,14,11,3
n,4,9,8,8,6,11,15,13,3
n,4,1,0,4,3,-0,4,4,1
n,4,-4,-4,-6,2,-11,-7,-2,1
n,4,12,7,14,12,9,12,10,0
n,4,-15,-11,-16,-12,-10,-6,-12,1
n,4,-9,-9,-9,-3,-8,0,-0,2
n,4,-1,-1,-2,-3,0,-6,-3,1
n,4,2,3,-1,7,7,4,10,2
n,4,2,2,8,-1,3,7,9,3
n,4,4,1,6,3,4,4,3,0
n,4,13,8,10,14,9,6,14,3
n,4,6,4,2,7,2,-1,4,7
n,4,-10,-9,-2,-2,4,-7,-5,0
n,4,-14,-12,-11,-8,-8,-9,-15,0
n,4,10,12,11,18,9,10,7,0
n,4,1,-3,1,-2,0,0,3,4
n,4,7,11,15,12,8,17,11,5
n,4,-10,-12,-10,-11,-11,-10,-16,2
n,4,11,13,13,7,10,13,14,4
n,4,4,4,0,0,0,-4,-4,3
n,4,13,13,9,10,12,13,16,7
n,4,9,5,9,16,11,9,15,0
n,4,12,13,12,15,13,8,10,3
n,4,-10,-11,-8,-13,-9,-14,-14,3
n,4,-7,-2,-3,-8,-2,-3,-6,0
n,4,-6,-1,-1,-11,-1,-6,-7,2
n,4,11,11,14,17,6,16,11,1
n,4,-2,0,-6,-9,-6,-4,-0,2
n,4,7,15,8,14,6,11,9,7
n,4,-5,-5,-11,-11,-10,-13,-16,3
n,4,5,-2,7,6,8,6,5,7
n,4,-5,-9,-6,-7,-7,-4,-0,4
n,4,-6,-2,-2,1,-4,-5,1,1
n,4,-15,-8,-13,-15,-13,-9,-12,2
n,4,-3,-6,-6,-9,-6,-10,-5,2
n,4,-8,-16,-13,-15,-16,-11,-9,3
n,4,-1,-6,2,-2,-3,-5,-1,7
n,4,0,4,-1,2,-0,-2,-0,0
n,4,-5,-4,-7,-8,-6,-3,-9,0
n,4,-9,-11,-9,-8,-10,-18,-13,1
n,4,-12,-8,-11,-9,-18,-12,-9,1
n,4,-6,-4,-4,-2,2,2,-1,1
n,4,-14,-18,-16,-12,-13,-14,-16,1
n,4,10,11,10,11,12,6,13,1
n,4,1,-3,2,1,-7,3,3,1
n,4,10,12,10,9,10,17,14,2
n,4,-3,-0,3,0,2,-0,-0,3
n,4,-16,-12,-9,-7,-8,-9,-11,0
n,4,12,7,14,9,11,9,11,1
n,4,10,11,13,17,12,11,7,2
n,4,-7,-8,-16,-13,-16,-8,-11,5
n,4,13,16,16,10,11,13,8,0
n,4,-4,-4,0,0,0,4,4,8
n,4,4,-2,-4,-5,1,1,-3,0
n,4,-4,-4,0,0,0,4,4,1
n,4,-9,-12,-10,-11,-11,-11,-12,1
n,4,1,0,4,-1,1,-2,-0,1
n,4,2,-3,3,-3,4,-5,-2,3
n,4,-1,3,4,2,2,-1,4,3
n,4,-11,-8,-12,-9,-11,-15,-7,2
n,4,14,14,15,13,11,8,13,1
n,4,-6,-8,-15,-9,-13,-14,-16,2
n,4,-7,-14,-15,-11,-14,-11,-10,0
n,4,2,-3,-3,-2,-2,2,-3,1
n,4,1,-1,-4,3,0,-3,2,3
n,4,-1,-2,-0,1,3,2,-3,3
n,4,-9,-3,-14,-13,-12,-8,-14,2
n,4,12,12,11,10,13,12,14,6
n,4,-12,-7,-14,-15,-12,-9,-15,2
n,4,14,15,8,10,10,8,10,0
n,4,-4,-4,0,0,0,4,4,1
n,4,-14,-17,-13,-9,-10,-11,-13,3
n,4,-13,-11,-13,-15,-5,-11,-17,2
n,4,-12,-18,-9,-16,-13,-9,-12,2
n,4,-4,-4,0,0,0,4,4,0
n,4,4,8,14,16,13,14,13,2
n,4,-2,1,6,4,3,2,-2,0
n,4,5,0,5,2,0,-2,-4,3
n,4,-12,-9,-4,-13,-12,-11,-18,4
n,4,2,3,2,1,2,-1,-3,0
n,4,-15,-7,-13,-9,-7,-7,-8,0
n,4,-6,-2,1,-5,-2,5,-2,0
n,4,-2,0,-1,-1,1,4,3,0
n,4,-13,-9,-17,-11,-12,-10,-13,1
n,4,1,6,1,2,0,-2,-3,5
n,4,1,1,-3,-0,1,-5,3,5
n,4,6,17,13,12,17,10,14,2
n,4,-8,-13,-14,-18,-12,-5,-7,1
n,4,12,14,11,12,17,12,6,11
n,4,4,5,-0,-4,1,-2,2,0
n,4,13,13,12,10,9,15,12,3
n,4,4,4,0,0,0,-4,-4,1
n,4,-10,-13,-11,-17,-10,-16,-9,1
n,4,-0,4,2,-4,3,-0,2,2
n,4,-11,-14,-12,-11,-6,-13,-10,3
n,4,8,2,-4,0,-4,0,-2,0
n,4,15,9,12,12,16,12,13,1
n,4,-15,-17,-10,-12,-16,-12,-13,2
n,4,-17,-9,-12,-14,-9,-6,-14,1
n,4,-10,-14,-11,-11,-12,-11,-12,4
n,4,11,11,14,12,15,11,9,1
n,4,-4,3,3,-5,-2,-2,-1,2
n,4,3,7,11,9,10,15,13,1
n,4,13,10,12,14,9,11,9,1
n,4,11,9,5,6,12,12,9,1
n,4,-1,2,-3,0,-0,-0,1,1
n,4,12,13,12,6,12,16,14,4
n,4,-8,-7,-8,-12,-15,-10,-13,5
n,4,10,9,14,9,9,12,7,1
n,4,4,-2,-1,6,-1,2,1,1
n,4,7,12,6,9,14,10,12,0
n,4,-5,7,1,0,-1,6,-2,2
n,4,9,8,12,17,14,10,12,1
n,4,11,13,12,12,16,8,14,6
n,4,-9,-12,-8,-14,-10,-5,-13,2
n,4,-5,1,2,-2,-1,-1,-3,0
n,4,-14,-17,-15,-8,-10,-10,-12,7
n,4,-11,-10,-10,-6,-15,-9,-10,1
n,4,-10,-10,-14,-12,-12,-6,-11,3
n,4,-17,-12,-11,-10,-16,-16,-10,8
n,4,13,11,11,12,3,14,13,0
n,4,10,15,10,12,13,12,9,4
n,4,-12,-14,-12,-7,-13,-9,-11,4
n,4,-3,-2,1,4,0,-4,-1,0
n,4,-4,-3,2,-4,5,5,2,2
n,4,13,12,15,12,11,7,12,3
n,4,-2,-3,5,-1,0,-5,-4,2
n,4,13,10,14,11,14,13,14,1
n,4,-17,-11,-14,-8,-11,-10,-8,2
n,4,-9,-7,-13,-18,-14,-10,-5,0
n,4,-12,-9,-12,-12,-8,-15,-13,1
n,4,15,8,17,8,11,11,12,1
n,4,-10,-11,-13,-14,-11,-9,-14,2
n,4,-7,-13,-16,-18,-10,-16,-12,5
n,4,-11,-7,-7,-12,-8,-12,-13,3
n,4,2,4,-3,-3,-3,-2,0,7
n,4,-0,-2,-3,0,1,3,-2,1
n,4,0,-1,-3,-1,2,2,-2,3
n,4,4,4,0,0,0,-4,-4,1
n,4,14,11,12,11,8,8,8,3
n,4,14,11,14,11,14,11,11,2
n,4,5,7,11,13,17,17,13,1
n,4,1,-0,-3,-3,-2,-7,3,0
n,4,4,1,-2,2,-0,-3,-1,5
n,4,-3,3,3,-0,-1,5,-4,4
n,4,12,12,15,14,10,12,16,8
n,4,3,-1,0,1,3,0,4,2
n,4,-14,-14,-12,-12,-12,-10,-12,3
n,4,-4,2,6,-1,-5,-3,3,4
n,4,-3,-3,-3,-2,-5,-1,-1,3
n,4,8,-1,5,3,6,0,4,0
n,4,-13,-15,-15,-7,-14,-9,-10,4
n,4,-9,-8,-6,-15,-6,-12,-11,1
n,4,-3,1,3,1,-3,-4,-4,0
n,4,11,13,9,12,13,11,10,2
n,4,-13,-12,-11,-10,-10,-13,-8,1
n,4,-18,-9,-10,-12,-12,-12,-6,0
n,4,12,9,12,12,9,6,5,1
n,4,-15,-13,-12,-16,-12,-17,-15,5
n,4,4,2,2,-1,3,0,7,2
n,4,-1,-5,-4,-5,-3,-6,-2,1
n,4,14,13,9,13,11,10,5,1
n,4,8,10,6,10,10,13,10,10
n,4,-4,-3,-3,-1,6,1,1,0
n,4,-13,-11,-6,-6,-14,-9,-10,0
n,4,-8,-10,-6,-12,-15,-14,-9,3
n,4,10,17,15,13,14,10,13,0
n,4,0,5,5,-4,1,3,-3,1
n,4,8,12,10,7,16,3,13,4
n,4,10,17,11,16,15,9,8,5
n,4,-1,0,-0,-5,4,-0,-0,1
n,4,1,0,2,0,-3,-0,6,5
n,4,14,11,14,11,15,11,17,1
n,4,-13,-12,-13,-14,-10,-12,-13,2
n,4,-4,-4,0,0,0,4,4,1
n,4,-4,-4,0,0,0,4,4,5
n,4,-12,-14,-7,-14,-14,-14,-10,0
n,4,4,4,0,0,0,-4,-4,0
n,4,-13,-8,-13,-6,-10,-10,-11,1
n,4,-1,-8,4,4,2,3,-2,4
n,4,1,1,-1,1,3,-9,3,0
n,4,-11,-10,-8,-16,-13,-11,-13,3
n,4,-6,-11,-7,-14,-6,-11,-10,3
n,4,3,-1,-0,1,-2,1,-6,3
n,4,10,14,12,12,16,8,16,0
n,4,11,14,10,11,9,13,11,0
n,4,15,12,15,15,12,7,7,5
n,4,-3,1,6,-7,1,1,-0,3
n,4,11,11,11,13,13,12,11,2
n,4,-1,3,1,2,-1,-1,-6,0
n,4,-10,-13,-10,-9,-11,-12,-11,2
n,4,-12,-8,-14,-9,-12,-14,-13,0
n,4,-9,-11,-14,-15,-10,-13,-10,5
n,4,-7,-12,-17,-10,-15,-11,-11,4
n,4,-16,-14,-12,-16,-14,-12,-14,3
n,4,-0,0,1,-2,0,-5,-0,5
n,4,8,10,9,11,13,14,7,2
n,4,10,16,10,9,14,8,6,6
n,4,3,11,14,8,14,11,11,1
n,4,4,1,5,0,4,4,2,0
n,4,-13,-14,-14,-10,-9,-12,-15,0
n,4,-12,-11,-19,-8,-13,-15,-13,1
n,4,-4,-4,0,0,0,4,4,1
n,4,0,3,-0,-1,-2,-0,1,0
n,4,-9,-9,-10,-10,-15,-18,-16,2
n,4,3,-2,0,-0,-1,-6,2,0
n,4,-9,-10,-8,-8,-9,-14,-14,0
n,4,11,8,9,14,15,14,10,4
n,4,14,15,7,9,11,14,7,3
n,4,1,-3,1,-7,5,-3,5,2
n,4,4,7,13,15,13,10,9,7
n,4,4,-5,3,1,2,3,1,4
n,4,-6,-4,-4,-7,-3,-3,1,1
n,4,-10,-8,-12,-9,-13,-7,-9,1
n,4,-0,-2,2,-4,1,2,1,2
n,4,-2,1,-1,-4,-0,-2,-1,5
n,4,-14,-7,-13,-10,-15,-12,-11,0
n,4,-13,-6,-7,-8,-14,-8,-13,0
n,4,1,-4,5,-2,2,-1,0,3
n,4,-10,-9,-11,-11,-10,-11,-11,4
n,4,12,15,14,15,12,15,13,4
n,4,-6,-1,-1,-2,-7,-7,-2,3
n,4,-11,-11,-12,-14,-12,-12,-14,6
n,4,-11,-13,-11,-15,-15,-9,-9,5
n,4,4,4,0,0,0,-4,-4,1
n,4,2,-2,-0,0,-5,-0,-3,1
n,4,4,4,0,0,0,-4,-4,1
n,4,-5,-10,-13,-5,-11,-8,-11,4
n,4,-9,-17,-13,-14,-13,-10,-11,2
n,4,-5,-8,-3,-5,-1,-6,-3,1
n,4,-11,-10,-10,-11,-11,-13,-15,1
n,4,1,2,-9,-1,0,1,-4,3
n,4,-8,-13,-10,-9,-14,-11,-9,0
n,4,8,11,12,10,13,14,8,4
n,4,-1,-1,2,2,2,4,1,3
n,4,3,1,2,2,1,6,-5,2
n,4,13,15,12,10,12,14,14,5
n,4,6,1,2,-1,3,-4,4,0
n,4,-10,-12,-11,-5,-10,-16,-10,2
n,4,8,10,14,10,14,13,8,3
n,4,-1,2,-5,1,-3,-2,0,1
n,4,15,13,15,7,13,10,15,3
n,4,10,9,7,14,13,7,14,1
n,4,14,10,12,16,7,10,9,1
n,4,3,2,10,2,2,7,11,6
n,4,-2,0,-3,0,1,-2,-2,2
n,4,-1,-2,1,1,1,2,-2,6
n,4,10,11,13,13,15,10,12,0
n,4,-1,2,-1,-4,-4,4,2,2
n,4,4,4,0,0,0,-4,-4,3
n,4,-6,-9,-14,-11,-16,-14,-13,2
n,4,2,5,-1,-0,-2,4,-1,0
n,4,8,17,9,6,12,10,6,1
n,4,14,12,16,7,15,9,10,2
n,4,-6,-16,-5,-15,-13,-11,-13,0
n,4,10,12,12,13,9,12,11,0
n,4,-17,-11,-10,-11,-11,-14,-9,4
n,4,-2,-5,-11,-2,-5,-7,-7,0
n,4,16,9,14,11,11,7,8,1
n,4,-7,-6,-13,-13,-12,-7,-7,0
n,4,13,12,13,11,12,7,12,1
n,4,-17,-12,-11,-11,-11,-10,-15,2
n,4,-5,-4,-1,-5,-3,-5,-6,1
n,4,14,8,11,10,13,11,9,2
n,4,9,9,13,8,13,11,12,1
n,4,2,2,1,0,-5,-4,2,0
n,4,-9,-11,-11,-6,-10,-14,-16,3
n,4,-2,5,-0,2,-1,4,3,2
n,4,-14,-11,-14,-8,-13,-10,-13,1
n,4,11,8,8,11,7,9,12,3
n,4,-2,1,8,1,-5,-2,5,2
n,4,11,14,10,13,17,16,3,2
n,4,11,8,11,14,13,12,7,2
n,4,-4,-4,0,0,0,4,4,3
n,4,9,8,4,11,12,10,7,2
n,4,13,17,9,13,12,11,10,5
n,4,9,11,5,13,9,8,10,7
n,4,12,13,12,10,14,15,12,6
n,4,9,9,7,-1,5,2,-2,4
n,4,-9,-6,-10,-9,-11,-14,-14,2
n,4,-14,-13,-10,-12,-10,-13,-13,0
n,4,-13,-6,-15,-9,-14,-15,-9,4
n,4,-1,-4,-4,1,1,-4,-1,0
n,4,3,-3,1,2,-2,3,1,1
n,4,-9,-11,-12,-10,-13,-15,-15,2
n,4,4,-6,-0,1,2,-3,-1,0
n,4,5,-0,1,-0,2,1,-5,4
n,4,12,10,16,16,7,9,9,0
n,4,-1,5,4,3,1,1,8,4
n,4,10,9,11,16,13,9,10,1
n,4,-9,-14,-16,-10,-12,-14,-16,0
n,4,2,2,-2,2,0,1,-0,1
n,4,10,11,12,8,4,12,8,3
n,4,3,1,-6,6,3,2,2,4
n,4,6,13,14,7,9,10,19,0
n,4,4,4,0,0,0,-4,-4,2
n,4,-13,-11,-11,-11,-16,-13,-12,7
n,4,-9,-8,-11,-11,-9,-9,-9,1
n,4,13,5,12,16,9,6,14,0
n,4,8,8,7,12,13,10,14,3
n,4,13,16,4,10,7,12,14,4
n,4,1,1,2,-0,-3,-0,1,3
n,4,12,17,12,17,10,15,16,1
n,4,14,12,11,12,13,10,11,4
n,4,-17,-9,-10,-2,-6,-10,-6,2
n,4,1,-1,-1,-2,1,-1,-1,3
n,4,-5,-8,-13,-7,-13,-5,-10,0
n,4,-5,-1,-3,2,0,1,1,0
n,4,-10,-11,-11,-8,-6,-11,-12,3
n,4,-10,-11,-13,-13,-8,-17,-12,3
n,4,1,1,-2,0,1,-1,4,2
n,4,-15,-13,-11,-13,-12,-10,-8,4
n,4,-11,-11,-10,-17,-14,-10,-6,1
n,4,14,6,14,7,13,14,10,7
n,4,-11,-12,-8,-13,-11,-15,-12,5
n,4,-2,-1,-0,2,3,-6,-2,5
n,4,15,9,10,14,13,7,14,0
n,4,1,-1,-3,-2,-2,-5,-4,2
n,4,11,14,10,14,12,12,12,0
n,4,4,-1,-3,-0,-3,1,2,0
n,4,-6,-13,-11,-12,-10,-14,-15,2
n,4,12,8,7,8,11,13,12,0
n,4,5,12,11,11,6,13,9,4
n,4,-15,-13,-10,-10,-9,-16,-12,4
n,4,15,9,11,7,11,11,17,4
n,4,2,-0,2,-2,-0,4,3,5
n,4,13,9,14,14,12,10,6,3
n,4,-5,-4,2,-1,0,1,2,5
n,4,0,3,5,2,1,2,1,0
n,4,-7,-8,-10,-13,-9,-14,-12,0
n,4,4,4,0,0,0,-4,-4,5
n,4,6,7,3,9,2,3,2,3
n,4,-2,2,6,1,4,2,-4,8
n,4,-17,-15,-10,-8,-5,-14,-11,2
n,4,10,12,11,12,11,6,9,1
n,4,-9,-8,-11,-7,-15,-11,-10,1
n,4,-0,7,1,-2,-5,1,5,3
n,4,-13,-15,-17,-6,-12,-15,-8,0
n,4,5,1,6,3,9,4,3,7
n,4,14,7,10,10,13,13,11,1
n,4,16,16,15,10,11,10,11,6
n,4,-18,-9,-10,-7,-10,-9,-7,10
n,4,13,9,13,14,9,12,17,3
n,4,4,-1,-3,-1,0,1,-1,4
n,4,5,10,11,11,14,11,11,0
n,4,-12,-17,-11,-12,-10,-11,-7,2
n,4,18,17,14,13,10,11,10,2
n,4,-12,-7,-10,-9,-15,-16,-10,2
n,4,11,12,14,8,14,15,11,3
n,4,7,7,13,9,13,11,11,0
n,4,-9,-10,-12,-14,-16,-11,-10,1
n,4,1,-2,-0,1,-2,-1,1,3
n,4,-4,-4,0,0,0,4,4,2
n,4,-1,-2,-0,4,2,1,-2,5
n,4,-1,-4,-1,1,4,-1,1,11
n,4,4,4,0,0,0,-4,-4,3
n,4,3,1,1,5,8,3,1,6
n,4,-1,-2,-3,-3,-1,-2,-3,1
n,4,-15,-12,-13,-10,-14,-10,-8,1
n,4,14,14,13,9,14,12,12,1
n,4,-3,1,-2,-5,-1,-2,4,1
n,4,13,13,12,9,11,12,14,6
n,4,-1,5,-1,-1,3,-8,5,7
n,4,-3,-3,4,0,2,-1,0,3
n,4,8,13,17,10,10,6,8,2
n,4,5,13,12,11,12,8,10,2
n,4,-7,-13,-13,-15,-7,-11,-11,6
n,4,11,17,17,11,12,9,12,0
n,4,-7,-9,-16,-7,-11,-14,-12,4
n,4,3,1,-1,4,4,6,-1,3
n,4,2,2,-4,2,2,4,-2,1
n,4,-11,-12,-15,-12,-9,-10,-8,0
n,4,-12,-10,-12,-8,-12,-10,-11,4
n,4,3,3,5,-2,-4,1,2,2
n,4,-7,-1,-6,1,-2,-3,1,3
n,4,4,4,0,0,0,-4,-4,2
n,4,14,14,14,14,7,8,10,5
n,4,4,-1,2,0,-2,-4,-2,2
n,4,6,17,13,12,14,10,7,6
n,4,-2,-1,-1,4,-1,5,1,5
n,4,3,-4,-4,-5,-0,-3,-7,4
n,4,3,6,3,7,4,4,8,1
n,4,10,13,11,11,9,12,3,10
n,4,-6,-2,-2,0,0,-5,-3,1
n,4,8,10,13,14,12,2,9,3
n,4,0,-2,1,2,0,-1,1,10
n,4,1,2,-2,-1,-5,5,-2,2
n,4,-0,-1,-5,4,-6,2,1,2
n,4,5,4,3,3,3,3,1,4
n,4,0,-2,2,0,1,-0,6,5
n,4,-13,-8,-12,-4,-12,-11,-15,4
n,4,0,-3,-1,6,4,0,-2,1
n,4,-12,-13,-16,-11,-12,-10,-14,1
n,4,10,9,7,12,10,12,9,3
n,4,-16,-10,-13,-11,-12,-14,-11,3
n,4,10,12,7,10,12,11,8,5
n,4,-7,-8,-11,-10,-9,-10,-13,5
n,4,16,13,9,14,14,15,10,1
n,4,0,2,-5,5,5,2,2,6
n,4,-14,-13,-12,-10,-12,-14,-13,0
n,4,7,15,15,10,11,10,9,0
n,4,10,14,16,9,14,10,9,5
n,4,13,7,9,10,8,8,12,9
n,4,-1,-2,-4,-5,-6,-7,-1,7
n,4,-9,-4,-9,-14,-14,-11,-9,1
n,4,5,14,11,11,14,12,10,2
n,4,-4,3,-1,-5,-4,4,-3,9
n,4,10,13,10,11,16,10,7,0
n,4,-3,1,8,-1,-0,0,-0,2
n,4,-11,-11,-13,-12,-14,-14,-15,1
n,4,3,-1,-0,-2,1,-4,0,0
n,4,-8,-8,-12,-13,-11,-12,-9,10
n,4,13,10,17,14,8,15,10,3
n,4,-15,-14,-14,-11,-11,-13,-9,2
n,4,11,12,11,15,11,12,12,7
n,4,1,-0,-4,1,-3,0,-1,3
n,4,16,10,16,11,16,8,11,1
n,4,1,-0,-2,3,2,-3,-1,3
n,4,-4,-4,0,0,0,4,4,0
n,4,0,-0,1,-2,4,-0,-1,3
n,4,11,13,12,13,15,12,16,4
n,4,9,11,13,11,6,12,8,3
n,4,-4,-4,0,0,0,4,4,2
n,4,4,4,0,0,0,-4,-4,4
n,4,2,-0,-6,4,-4,-1,-3,4
n,4,4,1,1,1,-3,6,-2,5
n,4,-11,-10,-15,-12,-9,-14,-14,0
n,4,-8,-12,-15,-11,-13,-7,-16,5
n,4,-2,-0,2,2,-1,7,2,1
n,4,-9,-8,-14,-9,-14,-10,-11,7
n,4,-12,-13,-13,-11,-11,-10,-11,6
n,4,-5,-11,-11,-11,-13,-13,-9,2
n,4,11,9,10,8,15,9,9,3
n,4,15,11,12,16,15,8,10,6
n,4,12,12,14,9,14,8,9,12
n,4,17,12,7,11,12,10,10,2
n,4,9,19,11,12,17,16,9,5
n,4,-4,-4,0,0,0,4,4,7
n,4,-3,-7,-4,-5,-7,-2,2,2
n,4,-8,-11,-12,-12,-10,-9,-12,1
n,4,17,9,12,9,17,11,9,5
n,4,0,3,1,-2,3,2,4,1
n,4,-18,-8,-10,-15,-5,-12,-13,1
n,4,-0,-2,-2,-7,-6,-5,-4,3
n,4,1,-1,3,1,0,1,3,1
n,4,14,12,10,10,11,9,13,9
n,4,10,9,17,11,10,11,12,3
n,4,2,-0,-5,-3,1,3,-0,3
n,4,2,-1,2,0,-3,-1,-1,0
n,4,3,2,-2,-9,5,-4,2,3
n,4,13,15,9,11,9,8,8,7
n,4,15,12,10,11,9,8,10,0
n,4,-7,-8,-15,-12,-15,-10,-5,5
n,4,-9,-13,-13,-14,-8,-8,-6,3
n,4,-12,-12,-10,-14,-14,-12,-9,3
n,4,-9,-9,-13,-13,-14,-11,-11,0
n,4,-15,-10,-18,-4,-17,-13,-11,1
n,4,-18,-12,-13,-10,-13,-13,-10,0
n,4,4,4,0,0,0,-4,-4,1
n,4,-11,-10,-10,-14,-6,-10,-16,3
n,4,-3,-6,-11,-4,2,-3,-3,1
n,4,3,2,-1,4,9,4,1,0
n,4,12,6,9,14,9,14,14,2
n,4,10,12,16,10,11,16,11,4
n,4,-3,-2,-4,-3,-2,3,2,7
n,4,-0,-1,-2,-3,3,-1,-3,4
n,4,-5,-5,-3,-2,-3,-7,1,0
n,4,9,10,8,12,14,15,16,2
n,4,-16,-8,-14,-8,-15,-9,-6,1
n,4,11,11,7,12,16,12,13,3
n,4,14,11,11,16,14,13,14,1
n,4,5,-3,-7,-4,1,1,0,1
n,4,12,10,9,17,11,7,8,2
n,4,-9,-12,-16,-12,-11,-15,-11,2
n,4,10,12,16,13,7,12,11,8
n,4,10,11,16,13,7,11,12,6
n,4,3,4,1,-1,-1,0,1,5
n,4,-4,-7,-13,-16,-14,-13,-13,4
n,4,8,10,11,15,11,13,5,6
n,4,-10,-15,-11,-11,-8,-13,-7,2
n,4,-14,-16,-13,-15,-11,-14,-11,0
n,4,15,12,11,11,15,11,8,2
n,4,12,10,9,13,11,14,11,0
n,4,9,8,8,6,11,15,13,4
n,4,1,0,4,3,-0,4,4,6
n,4,-0,-0,-2,6,-7,-3,2,2
n,4,-15,-11,-16,-12,-10,-6,-12,5
n,5,-11,-12,-15,-12,-9,-10,-8,0
n,5,-12,-10,-12,-8,-12,-10,-11,1
n,5,-1,-1,1,-5,-7,-3,-2,0
n,5,-7,-1,-6,1,-2,-3,1,0
n,5,4,4,0,0,0,-4,-4,2
n,5,7,6,7,6,-1,0,2,0
n,5,1,-5,-2,-4,-6,-8,-6,1
n,5,6,17,13,12,14,10,7,2
n,5,-6,-5,-5,0,-5,1,-3,1
n,5,3,-4,-4,-5,-0,-3,-7,0
n,5,3,6,3,7,4,4,8,1
n,5,10,13,11,11,9,12,3,0
n,5,-9,-6,-6,-4,-4,-9,-7,1
n,5,0,3,6,6,4,-6,2,1
n,5,-3,-6,-3,-2,-3,-5,-2,4
n,5,-3,-2,-6,-5,-9,1,-6,2
n,5,-4,-4,-8,-0,-10,-2,-3,0
n,5,5,4,3,3,3,3,1,4
n,5,0,-2,2,0,1,-0,6,2
n,5,-13,-8,-12,-4,-12,-11,-15,0
n,5,-4,-7,-5,2,0,-4,-5,0
n,5,-12,-13,-16,-11,-12,-10,-14,0
n,5,10,9,7,12,10,12,9,1
n,5,-8,-3,-5,-3,-4,-6,-4,1
n,5,10,12,7,10,12,11,8,2
n,5,-7,-8,-11,-10,-9,-10,-13,1
n,5,8,6,1,6,6,8,2,1
n,5,4,6,-1,9,8,6,6,0
n,5,-14,-13,-12,-10,-12,-14,-13,0
n,5,10,14,16,9,14,10,9,1
n,5,13,7,9,10,8,8,12,2
n,5,-1,-2,-4,-5,-6,-7,-1,2
n,5,-9,-4,-9,-14,-14,-11,-9,0
n,5,-2,6,4,4,7,4,2,2
n,5,-0,7,3,-2,0,8,1,1
